CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_CITY	NPI_STATE	CLIA_FAC_NAME	CLIA_CITY	CLIA_STATE
	1043204522	3		3	AG MONROVIA, LLC	MONROVIA	CA	NA	NA	NA
	1043204738	14		14	NA	NA	NA	NA	NA	NA
	1043206584	3		3	DELMAR GARDENS WEST OPERATING, LLC	TOWN & COUNTRY	MO	NA	NA	NA
	1043207897	124		124	NA	NA	NA	NA	NA	NA
	1043213911	1		1	CONDELL MEDICAL CENTER	LIBERTYVILLE	IL	NA	NA	NA
	1043216211	642		642	CHC - HARALSON NURSING & REHAB CTR, LLC	BREMEN	GA	NA	NA	NA
	1891721536	108		108	NA	NA	NA	NA	NA	NA
	1043218365	135		135	FRANKLIN FOUNDATION HOSPITAL	FRANKLIN	LA	NA	NA	NA
	1043218944	24		24	PITT COUNTY MEMORIAL HOSPITAL, INCORPORATED	GREENVILLE	NC	NA	NA	NA
	1043227010	4		4	KAISER FOUNDATION HEALTH PLAN	WAILUKU	HI	NA	NA	NA
	1043240682	1,291		1,291	BAPTIST HEALTH	LITTLE ROCK	AR	NA	NA	NA
	1043240922	395		395	ST. CROIX REGIONAL MEDICAL CENTER	SAINT CROIX FALLS	WI	NA	NA	NA
	1467628867	50		50	COASTAL URGENT CARE & FAMILY MEDICINE	PAWLEYS ISLAND	SC	NA	NA	NA
	1043249865	15		15	SKINSPEAKS: ADVANCEMENTS IN DERMATOLOGY AND SPA M.D., P.A.	EDINA	MN	NA	NA	NA
	1043251077	33		33	LIFE CARE CENTERS OF AMERICA, INC.	LA MIRADA	CA	NA	NA	NA
	1043252083	465		465	NA	NA	NA	NA	NA	NA
	1043252380	120		120	CVT SURGICAL CENTER, AMC	BATON ROUGE	LA	NA	NA	NA
	1467668780	1		1	NA	NA	NA	NA	NA	NA
	1043256969	642		642	WESTBURY HEALTH AND REHABILITATON CENTER CONYERS INC	CONYERS	GA	NA	NA	NA
	1467684654	3		3	AVANTI INSIEME, INC	FREMONT	CA	NA	NA	NA
	1043263031	148		148	NA	NA	NA	NA	NA	NA
	1043265564	2		2	MONROE HMA, LLC	MONROE	GA	NA	NA	NA
	1043267560	1,079		1,079	PRUITTHEALTH - LILBURN, LLC	LILBURN	GA	NA	NA	NA
	1467746057	23		23	PINNACLE HEALTH FACILITIES XXXIII LP	LAS CRUCES	NM	NA	NA	NA
	1467753814	17		17	ESOTERIX GENETIC LABORATORIES, LLC	PHOENIX	AZ	NA	NA	NA
	1043275183	7		7	NA	NA	NA	NA	NA	NA
	1891770368	1		1	EVERGREEN MEDICAL CENTER LLC	EVERGREEN	AL	NA	NA	NA
	1467779496	1		1	PALM BAY HOSPITAL, INC.	PALM BAY	FL	NA	NA	NA
	1043284706	1		1	WESTERN MEDICAL REHAB ASSOCIATES, L.P.	TUSTIN	CA	NA	NA	NA
	1467836122	191		191	WEST COAST RECOVERY CENTER LLC	HEMET	CA	NA	NA	NA
	1467842450	720		720	NA	NA	NA	NA	NA	NA
	1467852350	81		81	NA	NA	NA	NA	NA	NA
	1043303894	9		9	DOCTORS OUTPATIENT SURGERY CENTER OF JUPITER, LLC	PALM BEACH GARDENS	FL	NA	NA	NA
	1043305782	10		10	LONG BEACH CARE CENTER, INC.	LONG BEACH	CA	NA	NA	NA
	1043307226	359		359	THI OF TEXAS AT ARLINGTON II, LLC	ARLINGTON	TX	NA	NA	NA
	1043307234	6		6	THI OF TEXAS AT LONGMEADOW, LLC	JUSTIN	TX	NA	NA	NA
	1467881706	124		124	NA	NA	NA	NA	NA	NA
	1043321185	10		10	HIGH DESERT CARDIO-PULMONARY MEDICAL GROUP INC	APPLE VALLEY	CA	NA	NA	NA
	1043326861	495		495	SOUTHEASTERN PATHOLOGY ASSOCIATES AT WAYNE MEMORIAL INC	JESUP	GA	NA	NA	NA
	1043328198	19		19	WESTLAKE SURGICAL, L.P.	WEST LAKE HILLS	TX	NA	NA	NA
	1043330202	3,442		3,442	NA	NA	NA	NA	NA	NA
	1477504264	5		5	NA	NA	NA	NA	NA	NA
	1477508687	1,291		1,291	AURORA HEALTH CARE NORTH, INC.	TWO RIVERS	WI	NA	NA	NA
	1043345812	8		8	COVENANT CARE CALIFORNIA, LLC	LOS ALTOS	CA	NA	NA	NA
	1043352081	1,344		1,344	NA	NA	NA	NA	NA	NA
	1043352990	29,041		29,041	NA	NA	NA	NA	NA	NA
	1477513323	17		17	INDIAN RIVER PATHOLOGY PA	PORT ST LUCIE	FL	NA	NA	NA
	1043355159	19		19	FIRST CHOICE MEDICAL PLLC	HOLBROOK	NY	NA	NA	NA
	1043357866	8		8	NA	NA	NA	NA	NA	NA
	1043361934	9,037		9,037	NA	NA	NA	NA	NA	NA
	1891835468	4		4	JACKSON PARISH HOSPITAL	JONESBORO	LA	NA	NA	NA
	1891857124	16		16	NA	NA	NA	NA	NA	NA
	1043368392	59		59	RICHLAND PARISH HOSPITAL SERVICE DISTRICT NO 1-B	RAYVILLE	LA	NA	NA	NA
	1336109644	2		2	DAVID J. HAYS	ANNVILLE	KY	NA	NA	NA
	1891864997	19		19	NA	NA	NA	NA	NA	NA
	1043392855	3		3	NA	NA	NA	NA	NA	NA
	1043397177	7		7	BAY AREA MEDICAL CENTER INC	MARINETTE	WI	NA	NA	NA
	1043397292	90,824		90,824	NA	NA	NA	NA	NA	NA
	1043397664	32		32	NA	NA	NA	NA	NA	NA
	1477541688	240		240	NA	NA	NA	NA	NA	NA
	1043410566	186		186	SOUTHERN WESTCHESTER OB/GYN ASSOCIATES, LLP	YONKERS	NY	NA	NA	NA
	1043414113	300		300	WASHINGTON UNIVERSITY	SAINT LOUIS	MO	NA	NA	NA
	1043453830	3		3	NA	NA	NA	NA	NA	NA
	1043454622	6		6	NA	NA	NA	NA	NA	NA
	1477554475	5		5	WYANDOT MEMORIAL HOSPITAL	UPPER SANDUSKY	OH	NA	NA	NA
	1043469745	38		38	HISTOLOGY CORP	LAKE BLUFF	IL	NA	NA	NA
	1043501448	15		15	METRO CHICAGO SURGICAL ONCOLOGY LLC	WILMETTE	IL	NA	NA	NA
	1043520687	438		438	ALPHA DIAGNOSTICS, LLC	OWINGS MILLS	MD	NA	NA	NA
	1043547870	336		336	SONORA QUEST LABORATORIES, LLC	PRESCOTT	AZ	NA	NA	NA
	1891975173	1		1	AMY BOAST CAHILL, M.D., P.A.	PINE BLUFF	AR	NA	NA	NA
	1477580637	53		53	MID LOUISIANA SURGICAL SPECIALISTS	ALEXANDRIA	LA	NA	NA	NA
	1043566086	154		154	NA	NA	NA	NA	NA	NA
	1477587145	7		7	NA	NA	NA	NA	NA	NA
	1043580624	8		8	DESOTO HOSPITAL ASSOCIATION	MANSFIELD	LA	NA	NA	NA
	1619373206	41		41	ROCKY TOXICOLOGY LLC	DURANGO	CO	NA	NA	NA
	1043604739	243		243	NA	NA	NA	NA	NA	NA
	1043631377	7		7	METAMARK GENETICS, INC	CAMBRIDGE	MA	NA	NA	NA
	1477601177	1,203		1,203	NA	NA	NA	NA	NA	NA
	1043676182	10,751		10,751	LOUDOUN MEDICAL GROUP PC	LEESBURG	VA	NA	NA	NA
	1053303172	2		2	NA	NA	NA	NA	NA	NA
	1053305524	1		1	BARDSTOWN PRIMARY CARE, PLLC	BARDSTOWN	KY	NA	NA	NA
	1053309757	301		301	LAUREL BAYE HEALTHCARE OF ORANGEBURG, LLC	ORANGEBURG	SC	NA	NA	NA
	1053311225	15		15	GROSS CONVALESCENT HOSPITAL, INC	LODI	CA	NA	NA	NA
	1902064900	5		5	FAMILY MEDICAL CENTER OF DECATUR LAB	DECATUR	IL	NA	NA	NA
	1053315846	107		107	HIGHLAND CLINIC, A PROF MED CORP	SHREVEPORT	LA	NA	NA	NA
	1053317362	24		24	DAY SURGERY AT RENAISSANCE, LLC	EDINBURG	TX	NA	NA	NA
	1053317446	2		2	ALBRIGHT CARE SERVICES	LEWISBURG	PA	NA	NA	NA
	1477688810	3		3	GLENRIDGE CENTER	GLENDALE	CA	NA	NA	NA
	1053339002	21		21	NA	NA	NA	NA	NA	NA
	1053339507	1		1	DAYTON OSTEOPATHIC HOSPITAL	DAYTON	OH	NA	NA	NA
	1053341271	3		3	SUFFOLK SURGICAL GROUP, PC	EAST PATCHOGUE	NY	NA	NA	NA
	1053341396	14		14	NORTHERN CALIFORNIA PRESBYTERIAN HOMES AND SERVICES INC	SAN FRANCISCO	CA	NA	NA	NA
	1477736650	1		1	DAE-WOOK KANG, M.D. PROFESSIONAL CORPORATION	SAN JOSE	CA	NA	NA	NA
	1619961653	6		6	AVALON CARE CENTER - CHANDLER, LLC	CHANDLER	AZ	NA	NA	NA
	1053347674	1,014		1,014	OAKVIEW NURSING & REHABILITATION CENTER LLC	SUMMERVILLE	GA	NA	NA	NA
	1053356352	4		4	NA	NA	NA	NA	NA	NA
	1053357863	69		69	SLEEP SOLUTIONS OF GREATER NEW ORLEANS, LLC	METAIRIE	LA	NA	NA	NA
	1053358176	229		229	PROGRESSIVE ACUTE CARE AVOYELLES, LLC	MARKSVILLE	LA	NA	NA	NA
	1053358846	3,085		3,085	DEAN HEALTH SYSTEMS, INC	MADISON	WI	NA	NA	NA
	1053366336	171		171	MT. KENN NURSING, LLC	MARIETTA	GA	NA	NA	NA
	1053368753	4,234		4,234	THE REGIONAL HEALTH SYSTEM OF ACADIANA, LLC	LAFAYETTE	LA	NA	NA	NA
	1053370510	1		1	NA	NA	NA	NA	NA	NA
	1053373233	17		17	TONI C STOCKTON MD PLLC	PHOENIX	AZ	NA	NA	NA
	1902817984	1		1	SUPERIOR FAMILY MEDICAL ASSOCIATES, PC	SAULT SAINTE MARIE	MI	NA	NA	NA
	1902823487	2		2	PEDIATRIC PARTNERS OF MEMPHIS, LLC	MEMPHIS	TN	NA	NA	NA
	1053382598	25		25	BRASWELL'S COMMUNITY CONVALESCENT LTD	YUCAIPA	CA	NA	NA	NA
	1053382788	1		1	MEDICAL INVESTMENT TRUST	PIKEVILLE	KY	NA	NA	NA
	1053384776	778		778	AHS HOSPITAL CORP.	MORRISTOWN	NJ	NA	NA	NA
	1053391730	4		4	OUR LADY OF VICTORY HOSPITAL INC	STANLEY	WI	NA	NA	NA
	1053392639	34		34	GERI-CARE INC.	TORRANCE	CA	NA	NA	NA
	1053396705	1		1	NA	NA	NA	NA	NA	NA
	1053398099	11,633		11,633	COSHOCTON COUNTY MEMORIAL HOSPITAL ASSOCIATION	COSHOCTON	OH	NA	NA	NA
	1194839134	8		8	NW GEORGIA HEMATOLOGY & ONCOLOGY PC	DALTON	GA	NA	NA	NA
	1053405357	3		3	NA	NA	NA	NA	NA	NA
	1053415745	3		3	LASALLE PARISH HOSPITAL SERVICE DISTRICT #1	OLLA	LA	NA	NA	NA
	1053417386	66		66	MARIN MEDICAL LABORATORIES	GREENBRAE	CA	NA	NA	NA
	1053418335	2		2	NA	NA	NA	NA	NA	NA
	1053420729	565		565	LAKE CITY NURSING AND REHABILITATION CENTER, LLC	LAKE CITY	GA	NA	NA	NA
	1053421610	1		1	DERMATOLOGY INC.	INDIANAPOLIS	IN	NA	NA	NA
	1487602736	17,374		17,374	EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER	TUCSON	AZ	NA	NA	NA
	1053427880	1,955		1,955	NA	NA	NA	NA	NA	NA
	1053450163	8		8	NA	NA	NA	NA	NA	NA
	1053453134	15		15	ADVANCED SURGICAL CONCEPTS LLC	BATON ROUGE	LA	NA	NA	NA
	1053463786	201		201	ADK JEFFERSONVILLE OPERATOR, LLC	JEFFERSONVILLE	GA	NA	NA	NA
	1053480343	13		13	KINDRED NURSING CENTERS WEST, LLC	SAN FRANCISCO	CA	NA	NA	NA
	1053480418	4		4	BROADWAY MANOR CARE CENTER INC	GLENDALE	CA	NA	NA	NA
	1053489930	1		1	OWSLEY COUNTY HEALTH CARE CENTER, INC.	BOONEVILLE	KY	NA	NA	NA
	1487620498	144		144	GRANDVIEW HEALTH CARE CENTER, INC	JASPER	GA	NA	NA	NA
	1053492322	2		2	A WOMAN'S CENTER FOR REPRODUCTIVE MEDICINE, L.L.C.	BATON ROUGE	LA	NA	NA	NA
	1053492801	358		358	ADK BONTERRA PARKVIEW, LLC	EAST POINT	GA	NA	NA	NA
	1053493460	4,653		4,653	HATTIESBURG CLINIC PA	HATTIESBURG	MS	NA	NA	NA
	1053495374	1		1	HEALTHPLEX FAMILY CLINIC, LLC	SHREVEPORT	LA	NA	NA	NA
	1053506345	73		73	NA	NA	NA	NA	NA	NA
	1053509950	5		5	NA	NA	NA	NA	NA	NA
	1053517581	2		2	THE SISTERS OF NAZARETH L.A.	LOS ANGELES	CA	NA	NA	NA
	1053524660	4		4	HEINZERLING MEMORIAL FOUNDATION	COLUMBUS	OH	NA	NA	NA
	1053528109	31		31	SINGING RIVER HEALTH SYSTEM	OCEAN SPRINGS	MS	NA	NA	NA
	1053538348	26		26	TELECARE CORPORATION	SAN LEANDRO	CA	NA	NA	NA
	1487647590	3		3	UPMC HAMOT	ERIE	PA	NA	NA	NA
	1053551242	2		2	SOUTHEASTERN REGIONAL MEDICAL CENTER	LUMBERTON	NC	NA	NA	NA
	1053556712	31		31	WHITESBORO SCC LLC	WHITESBORO	TX	NA	NA	NA
	1053566653	6		6	NA	NA	NA	NA	NA	NA
	1053574293	3		3	PTARMIGAN PEDIATRICS LLC	WASILLA	AK	NA	NA	NA
	1053579862	206		206	DERMASURGERY CENTER, LLC	BATON ROUGE	LA	NA	NA	NA
	1902929615	2		2	EAR,NOSE AND THROAT SPECIALISTS, L.L.C.	WEST MONROE	LA	NA	NA	NA
	1053605543	7		7	TCV SENIOR LIVING, LLC	PORTLAND	OR	NA	NA	NA
	1053610899	2		2	NA	NA	NA	NA	NA	NA
	1053614057	1		1	NA	NA	NA	NA	NA	NA
	1053651356	18		18	TOUCHSTONE STRATEGIES - TOMBALL, LLC	TOMBALL	TX	NA	NA	NA
	1053652438	156		156	SBH EL PASO, LLC	SANTA TERESA	NM	NA	NA	NA
	1053652594	6		6	NA	NA	NA	NA	NA	NA
	1487684122	1		1	UNION COUNTY HOSPITAL AUTHORITY	BLAIRSVILLE	GA	NA	NA	NA
	1487687182	3		3	NA	NA	NA	NA	NA	NA
	1053703801	1		1	NA	NA	NA	NA	NA	NA
	1053723171	67		67	MYLABDFW, LLC.	SOUTHLAKE	TX	NA	NA	NA
	1487693586	1,011		1,011	NA	NA	NA	NA	NA	NA
	1053737502	2,178		2,178	BROOKDALE HOSPITAL MEDICAL CENTER	BROOKLYN	NY	NA	NA	NA
	1053744268	8		8	SONORA QUEST LABORATORIES, LLC	CHINO VALLEY	AZ	NA	NA	NA
	1912027871	399		399	SSC WAYNESVILLE OPERATING COMPANY LLC	WAYNESVILLE	NC	NA	NA	NA
	1053773572	1		1	NUVO LABS	HOUSTON	TX	NA	NA	NA
	1487707188	4		4	MEMORIAL HOSPITAL OF SHERIDAN COUNTY	SHERIDAN	WY	NA	NA	NA
	1063409472	9		9	BAY CREST CARE CENTER, LLC	TORRANCE	CA	NA	NA	NA
	1063410587	2		2	QL-ALLISON CARE CENTER, LLC	LAKEWOOD	CO	NA	NA	NA
	1063410652	343		343	PLAZA HEALTHCARE INC	SCOTTSDALE	AZ	NA	NA	NA
	1063411767	72		72	ESSENT PRMC LP	PARIS	TX	NA	NA	NA
	1063414258	1		1	NA	NA	NA	NA	NA	NA
	1063416303	159		159	SENIOR CARE CONSULTANTS, INC	ROCKWALL	TX	NA	NA	NA
	1063419323	64		64	PENAN PARTNERSHIP	EL PASO	TX	NA	NA	NA
	1063419729	371		371	LIBERTY MEDICAL SURGICAL CLINIC PA	LIBERTY	TX	NA	NA	NA
	1629458252	389		389	TRILAB, LLC	SCHAUMBURG	IL	NA	NA	NA
	1487789343	17		17	MEDICAL LAB SERVICE	BURLEY	ID	NA	NA	NA
	1487797858	226		226	NA	NA	NA	NA	NA	NA
	1063434652	1		1	LOWER OCONEE COMMUNITY HOSPITAL PHARMACY	GLENWOOD	GA	NA	NA	NA
	1063443455	40		40	INDIANA UNIVERSITY HEALTH WEST HOSPITAL INC	AVON	IN	NA	NA	NA
	1063447050	4		4	NA	NA	NA	NA	NA	NA
	1205846821	211		211	SAVOY MEDICAL CENTER	MAMOU	LA	NA	NA	NA
	1063453850	209		209	WK PIERREMONT OB-GYN SPECIALISTS	SHREVEPORT	LA	NA	NA	NA
	1487880704	1		1	LONGHORN VILLAGE	AUSTIN	TX	NA	NA	NA
	1063454338	11		11	NA	NA	NA	NA	NA	NA
	1063454718	356		356	TATTNALL NURSING LLC	REIDSVILLE	GA	NA	NA	NA
	1063457380	27		27	REID HOSPITAL & HEALTH CARE SERVICES, INC	RICHMOND	IN	NA	NA	NA
	1063457901	1		1	NA	NA	NA	NA	NA	NA
	1063459410	2		2	NA	NA	NA	NA	NA	NA
	1063460459	1,058		1,058	GEORGIA DERMATOLOGY & SKIN CANCER CENTER, LLC	DUBLIN	GA	NA	NA	NA
	1487953600	267		267	PRS ENDOSCOPY ASSOCIATES LLC	STATEN ISLAND	NY	NA	NA	NA
	1912254723	28		28	UNIVERSITY OF LOUISVILLE PHYSICIANS, INC.	LOUISVILLE	KY	NA	NA	NA
	1912289133	24		24	OVAGENE ONCOLOGY, INC.	IRVINE	CA	NA	NA	NA
	1063463768	1		1	FLORIDA CLINICAL PRACTICE ASSOCIATION INC	GAINESVILLE	FL	NA	NA	NA
	1063465375	272		272	SENIOR LIVING PROPERTIES LLC	CEDAR HILL	TX	NA	NA	NA
	1063466753	1		1	FRANKLIN PARISH HOSPITAL	SAINT JOSEPH	LA	NA	NA	NA
	1063468072	1		1	NA	NA	NA	NA	NA	NA
	1063470599	2		2	NA	NA	NA	NA	NA	NA
	1063471639	1		1	COMMUNITY HEALTH CENTER OF BRANCH COUNTY	COLDWATER	MI	NA	NA	NA
	1912392036	2		2	SUMMER DIAGNOSTIC LLC	SUGAR LAND	TX	NA	NA	NA
	1063481570	3		3	CELLNETIX LABS LLC	EVERETT	WA	NA	NA	NA
	1063483337	9		9	WOODLAND ENTERPRISES INC	WOODLAND	WA	NA	NA	NA
	1063483659	3		3	JOHNS HOPKINS UNIVERSITY	BALTIMORE	MD	NA	NA	NA
	1063494177	350		350	ST LUKES HOSPITAL OF KANSAS CITY	KANSAS CITY	MO	NA	NA	NA
	1063494276	5		5	DAVID KLEIS III, LLC	CHERRY VALLEY	CA	NA	NA	NA
	1497077739	1		1	GLENDORA GRAND, INC.	GLENDORA	CA	NA	NA	NA
	1497090740	9		9	OLOL PONTCHARTRAIN SURGERY CENTER, LLC	COVINGTON	LA	NA	NA	NA
	1063498285	2		2	COUNTRYSIDE CARE CENTRE LP	AURORA	IL	NA	NA	NA
	1497145502	74		74	LUCENTA LABORATORY LLC	FRISCO	TX	NA	NA	NA
	1063498970	425		425	HIGHLANDS PATHOLOGY CONSULTANTS, P.C.	BRISTOL	TN	NA	NA	NA
	1063512978	49		49	JAPANESE HOME FOR THE AGED	LOS ANGELES	CA	NA	NA	NA
	1063518033	427		427	NA	NA	NA	NA	NA	NA
	1063518124	18		18	BETHEL HEALTHCARE INC	WEST HILLS	CA	NA	NA	NA
	1912936105	1		1	NA	NA	NA	NA	NA	NA
	1063532927	1		1	SSC LONGMONT OPERATING COMPANY LLC	LONGMONT	CO	NA	NA	NA
	1912944794	100		100	NA	NA	NA	NA	NA	NA
	1497702088	166		166	NA	NA	NA	NA	NA	NA
	1063560803	12		12	DERMATOLOGY ASSOCIATES OF GEORGIA, LLC	DECATUR	GA	NA	NA	NA
	1063571107	18		18	CHICOT MEMORIAL HOSPITAL	LAKE VILLAGE	AR	NA	NA	NA
	1063587913	24		24	NA	NA	NA	NA	NA	NA
	1063589620	9		9	ALPINE SPECIAL TREATMENT CENTER	ALPINE	CA	NA	NA	NA
	1063596443	11		11	BEAUFORT COUNTY MEMORIAL HOSPITAL	BEAUFORT	SC	NA	NA	NA
	1497715288	12		12	NA	NA	NA	NA	NA	NA
	1063608404	111		111	SKIN SPECIALISTS P C	OMAHA	NE	NA	NA	NA
	1497728505	314		314	MOLENA HEALTH & REHAB, LLC.	MOLENA	GA	NA	NA	NA
	1497731533	1		1	NA	NA	NA	NA	NA	NA
	1063646594	1		1	ADVANCED SURGERY INSTITUTE, LLC	SANTA ROSA	CA	NA	NA	NA
	1063651743	1		1	NA	NA	NA	NA	NA	NA
	1497742167	26		26	8520 WESTERN AVENUE INC	BUENA PARK	CA	NA	NA	NA
	1063667731	44		44	FALL HILL GASTROENTEROLOGY ENDOSCOPY CENTER LLC	FREDERICKSBURG	VA	NA	NA	NA
	1063693588	16		16	SOUTHWEST ENDOSCOPY & SURGICENTER LLC	GILBERT	AZ	NA	NA	NA
	1063695237	4		4	NAPERVILLE WOMENS HEALTH CARE, PC	NAPERVILLE	IL	NA	NA	NA
	1063707743	27		27	UNITED TOXICOLOGY,LLC	DALLAS	TX	NA	NA	NA
	1063725117	4		4	LCS-WESTMINSTER PARTNERSHIP IV LLP	PHOENIX	AZ	NA	NA	NA
	1063733863	37		37	NA	NA	NA	NA	NA	NA
	1497759856	19		19	GHC OF NATIONAL CITY II, LLC	NATIONAL CITY	CA	NA	NA	NA
	1497760144	56		56	NA	NA	NA	NA	NA	NA
	1063743599	46		46	NA	NA	NA	NA	NA	NA
	1497765606	6		6	RABIN GREENBERG DERMATOLOGY	HOUSTON	TX	NA	NA	NA
	1063786069	2		2	GREENHOUSE TREATMENT CENTER, LLC	GRAND PRAIRIE	TX	NA	NA	NA
	1215220744	409		409	NA	NA	NA	NA	NA	NA
	1063810349	17		17	NA	NA	NA	NA	NA	NA
	1063812212	2		2	WESTWOOD HEALTHCARE & WELLNESS CENTRE LP	LOS ANGELES	CA	NA	NA	NA
	1063837441	6		6	HUNTINGTON REPRODUCTIVE CENTER	RANCHO CUCAMONGA	CA	NA	NA	NA
	1063846194	3		3	NA	NA	NA	NA	NA	NA
	1063888535	1		1	NA	NA	NA	NA	NA	NA
	1073503074	12		12	NA	NA	NA	NA	NA	NA
	1073504528	6		6	SOUTHERN OCEAN COUNTY HOSPITAL	MANAHAWKIN	NJ	NA	NA	NA
	1073507562	41		41	TDC CONVALESCENT INC.	FRESNO	CA	NA	NA	NA
	1073509840	12		12	OAK MANOR NURSING AND REHABILITATION LP	COMMERCE	TX	NA	NA	NA
	1073510194	9		9	3C2MD, INC.	WOODBURN	OR	NA	NA	NA
	1215356308	1		1	NA	NA	NA	NA	NA	NA
	1073516019	59		59	DREW COUNTY MEMORIAL HOSPITAL	MONTICELLO	AR	NA	NA	NA
	1073516787	13		13	CLAY CENTER FAMILY PHYSICIANS PA	CLAY CENTER	KS	NA	NA	NA
	1497831648	57		57	TELECARE CORPORATION	LONG BEACH	CA	NA	NA	NA
	1073525341	2		2	NA	NA	NA	NA	NA	NA
	1922058551	1		1	ST FRANCIS HOSPITAL	ESCANABA	MI	NA	NA	NA
	1073555652	27		27	THE GUEST HOUSE LLC	SHREVEPORT	LA	NA	NA	NA
	1073568879	24		24	NA	NA	NA	NA	NA	NA
	1073569000	8		8	NA	NA	NA	NA	NA	NA
	1073569059	34		34	DAGOBERTO MARTINEZ, MDPA	BROWNSVILLE	TX	NA	NA	NA
	1073571766	3		3	BOCA RATON OUTPATIENT SURGERY & LASER CENTER LTD	BOCA RATON	FL	NA	NA	NA
	1497864532	1		1	NEPHROLOGY ASSOCIATES, INC.	TULSA	OK	NA	NA	NA
	1073584058	329		329	MARION HOSPITAL CORPORATION	MARION	IL	NA	NA	NA
	1073585733	5,207		5,207	NA	NA	NA	NA	NA	NA
	1497884209	84		84	NA	NA	NA	NA	NA	NA
	1073587812	499		499	CASCADE NUECES HEALTH SERVICES LTD	CORPUS CHRISTI	TX	NA	NA	NA
	1922092790	21		21	MERIDIAN ROCKPORT SNF, LP	ROCKPORT	TX	NA	NA	NA
	1497898381	1		1	GWINNETT DIGESTIVE CLINIC	LAWRENCEVILLE	GA	NA	NA	NA
	1073596268	2		2	LABORATORY CORPORATION OF AMERICA	LOUISVILLE	KY	NA	NA	NA
	1073598439	1		1	OHIO VALLEY GENERAL HOSPITAL	MC KEES ROCKS	PA	NA	NA	NA
	1497929525	33		33	ALLIED CENTER FOR SPECIAL SURGERY, SCOTTSDALE LLC	SCOTTSDALE	AZ	NA	NA	NA
	1215936927	36,762		36,762	MARIETTA MEMORIAL HOSPITAL	MARIETTA	OH	NA	NA	NA
	1073608600	12		12	CLEAR VIEW SANITARIUM, INC.	GARDENA	CA	NA	NA	NA
	1073618856	1		1	DUBLIN INTERNAL MEDICINE	DUBLIN	GA	NA	NA	NA
	1073621975	6		6	M.S. SHARIFF, M.D., P.A.	CAMBRIDGE	MD	NA	NA	NA
	1073622254	13		13	ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE	NORTH CHICAGO	IL	NA	NA	NA
	1073627360	11		11	KAISER PERMANENTE COLORADO	BOULDER	CO	NA	NA	NA
	1073633020	19		19	SSC SAN JOSE OPERATING COMPANY LP	SAN JOSE	CA	NA	NA	NA
	1073636551	44		44	WADE FALWELL, M.D.,P.A.	NEWPORT	AR	NA	NA	NA
	1508010554	2		2	NA	NA	NA	NA	NA	NA
	1508013848	1		1	NA	NA	NA	NA	NA	NA
	1073651410	41		41	NA	NA	NA	NA	NA	NA
	1073655171	1		1	NA	NA	NA	NA	NA	NA
	1073659447	1		1	WINDSOR THE RIDGE REHABILITATION CENTER, LLC	SALINAS	CA	NA	NA	NA
	1922287176	112		112	NA	NA	NA	NA	NA	NA
	1073664116	16		16	PRESBYTERIAN HOSPITAL OF PLANO	PLANO	TX	NA	NA	NA
	1508089418	4		4	ALPHA CLINICAL LABORATORIES, LLC	OWINGS MILLS	MD	NA	NA	NA
	1508110578	1		1	LABORATORY CORPORATION OF AMERICA	PUYALLUP	WA	NA	NA	NA
	1922312248	56		56	NA	NA	NA	NA	NA	NA
	1073687901	1,265		1,265	UNIVERSITY MEDICAL SERVICE ASSOCIATION INC	TAMPA	FL	NA	NA	NA
	1073688974	1		1	GLENVIEW TERRACE NURSING CENTER	GLENVIEW	IL	NA	NA	NA
	1073690384	12		12	ASSISTED LIVING FOUNDATION OF AMERICA, VAN NUYS, LLC	VAN NUYS	CA	NA	NA	NA
	1073695011	7		7	PSYCHIATRIC CONTRACT SERVICES, INC	SAN LEANDRO	CA	NA	NA	NA
	1922372283	181		181	NA	NA	NA	NA	NA	NA
	1508255951	2		2	TPL FL, LLC	BOYNTON BEACH	FL	NA	NA	NA
	1073709176	1		1	NA	NA	NA	NA	NA	NA
	1073711412	4,479		4,479	NA	NA	NA	NA	NA	NA
	1073716700	7		7	NA	NA	NA	NA	NA	NA
	1073720330	5		5	NATIONAL HEALTHCARE OF NEWPORT INC	NEWPORT	AR	NA	NA	NA
	1073727368	16		16	NA	NA	NA	NA	NA	NA
	1508805037	3		3	HERITAGE MANOR STRATMORE NURSING & REHABILITATION CENTER LLC	SHREVEPORT	LA	NA	NA	NA
	1073784823	10		10	NA	NA	NA	NA	NA	NA
	1073786281	7		7	NA	NA	NA	NA	NA	NA
	1073787792	16		16	CANCER CENTERS OF SOUTHWEST OKLAHOMA, LLC	LAWTON	OK	NA	NA	NA
	1073789475	228		228	NA	NA	NA	NA	NA	NA
	1508817651	6		6	NA	NA	NA	NA	NA	NA
	1073831004	47		47	WK ENDOCRINE SPECIALISTS	BOSSIER CITY	LA	NA	NA	NA
	1073841573	5		5	MID SOUTH COMMUNITY PATHOLOGY	TULLAHOMA	TN	NA	NA	NA
	1932106051	978		978	IHS ACQUISITION NO 132 INC	CARROLLTON	TX	NA	NA	NA
