NPI	NPICNT	TAXONOMY_CODE	TAXONOMY_DESC1	TAXONOMY_DESC2	TAXONOMY_DESC3	ORG_TYPE_CODE	ORG_TYPE_DESC
1598970790	2	207PE0004X	Allopathic & Osteopathic Physicians	Emergency Medicine	Emergency Medical Services	1013008	Group Practice, General Medical
1427452176	19	207PP0204X	Allopathic & Osteopathic Physicians	Emergency Medicine	Pediatric Emergency Medicine	1013008	Group Practice, General Medical
1730439647	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1003833583	10	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1508967233	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1952461816	69	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1568885184	81	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1336109644	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1306980909	7	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1497876189	4	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1700995479	16	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1801877048	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1053495374	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1306269360	11	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1437249513	80	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1003955832	16	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1376884692	8	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1659463917	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1437297892	86	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1508295338	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1467603357	827	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1780634279	3,533	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1992769665	22	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1952445728	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1699834473	18	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1639105695	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1356665152	19	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1215040258	559	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1821176934	295	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1083762637	6	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1992888101	36	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1710023932	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1467616813	17	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1427208420	34	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1790838357	1,241	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1740397751	159	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1922062082	38	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1548287907	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1003808155	5	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1306917141	13	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1861688814	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1215024674	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1689782286	19	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1225281744	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1619089216	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1386765162	13	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1316273303	11	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1275778011	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1164464889	21	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1932364031	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1770671810	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1801840632	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1235574740	45	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1285892745	20	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1467403477	1,034	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1063547388	6	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1326031485	8	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1326130915	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1922403286	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1316279375	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1265874945	10	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1912087958	104	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1982902342	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1720018971	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1063463768	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1831214774	33	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1801847827	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1194705194	92	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1992839054	6	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1124026919	36	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1871524587	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1639208325	13	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1881626513	7	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1609842277	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1780975052	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1558306977	19	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1598106627	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1003873274	28	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1285774687	4	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1255387064	2	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1669490538	4	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1427209360	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1013181866	27	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1972746097	22	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1912001397	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1609968726	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1194876136	240	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1699974220	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1649369067	33	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1417100264	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1639422934	57	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1992826705	5	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1477975696	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1215190962	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1730223421	27	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1851346902	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1629210042	6	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1801811559	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1639169295	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1568596583	1,534	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1902817984	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1538397542	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1164612974	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1518005966	593	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1366720617	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1548542277	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1033497649	23	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1255645040	115	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1134191323	6,915	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1679583801	3	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1205946662	5	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1861447179	6,750	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
1447414073	1	207Q00000X	Allopathic & Osteopathic Physicians	Family Medicine		1013008	Group Practice, General Medical
